motif	T.BL	T.L	T.BL.adj	T.L.adj
Zic(Zf)/Cerebellum-ZIC1.2-ChIP-Seq(GSE60731)/Homer	0.190073781177347	4.70785565096308e-16	0.235329443362429	2.4480849385008e-15
ZNF136(Zf)/HEK293-ZNF136.GFP-ChIP-Seq(GSE58341)/Homer	0.0158061801020344	6.47210593032086e-17	0.0302813134586343	4.2272071481281e-16
ZNF143|STAF(Zf)/CUTLL-ZNF143-ChIP-Seq(GSE29600)/Homer	0.0521264206535485	3.11305960650877e-08	0.0777501394377605	3.3724812403845e-08
ZNF165(Zf)/WHIM12-ZNF165-ChIP-Seq(GSE65937)/Homer	0.149333393895033	8.07486896460534e-08	0.191919215511454	8.61950822028254e-08
ZNF16(Zf)/HEK293-ZNF16.GFP-ChIP-Seq(GSE58341)/Homer	0.41747136204515	6.33498796791387e-12	0.464708182827018	1.10331847862232e-11
ZNF189(Zf)/HEK293-ZNF189.GFP-ChIP-Seq(GSE58341)/Homer	0.0349456555222753	1.46643130951064e-10	0.0562757627060356	1.99961970955645e-10
Znf263(Zf)/K562-Znf263-ChIP-Seq(GSE31477)/Homer	0.0805109280747054	5.64409641027872e-09	0.113657328296695	6.40015916928801e-09
ZNF264(Zf)/HEK293-ZNF264.GFP-ChIP-Seq(GSE58341)/Homer	0.106988878540452	1.11813816577161e-13	0.145217910443055	2.92807404561775e-13
ZNF317(Zf)/HEK293-ZNF317.GFP-ChIP-Seq(GSE58341)/Homer	0.00133207554604834	8.92108837443048e-13	0.00444839907120732	1.91016245193688e-12
ZNF322(Zf)/HEK293-ZNF322.GFP-ChIP-Seq(GSE58341)/Homer	0.300745667357486	5.72745991018037e-14	0.347528326724206	1.61612047077958e-13
ZNF382(Zf)/HEK293-ZNF382.GFP-ChIP-Seq(GSE58341)/Homer	0.183723449543486	3.28889436007401e-12	0.22981214994443	6.13926947213814e-12
ZNF415(Zf)/HEK293-ZNF415.GFP-ChIP-Seq(GSE58341)/Homer	0.107317631618631	5.41718215914961e-11	0.145217910443055	7.88741722372183e-11
ZNF416(Zf)/HEK293-ZNF416.GFP-ChIP-Seq(GSE58341)/Homer	0.133447258281287	1.33357702117193e-14	0.175995659472422	4.22106118005724e-14
ZNF41(Zf)/HEK293-ZNF41.GFP-ChIP-Seq(GSE58341)/Homer	0.75557448172386	1.06083868323884e-10	0.797185829992711	1.48517415653437e-10
ZNF467(Zf)/HEK293-ZNF467.GFP-ChIP-Seq(GSE58341)/Homer	0.724744297219948	1.97736649832802e-09	0.773627343660003	2.35216145552745e-09
ZNF519(Zf)/HEK293-ZNF519.GFP-ChIP-Seq(GSE58341)/Homer	0.145678113843992	1.38993758310221e-11	0.188707592310367	2.25864857254109e-11
ZNF528(Zf)/HEK293-ZNF528.GFP-ChIP-Seq(GSE58341)/Homer	0.00210483627466732	3.70606720469589e-10	0.00603863169667835	4.76681435515655e-10
ZNF669(Zf)/HEK293-ZNF669.GFP-ChIP-Seq(GSE58341)/Homer	0.247884493103836	1.23775709329431e-09	0.293908649803897	1.51189121462794e-09
ZNF675(Zf)/HEK293-ZNF675.GFP-ChIP-Seq(GSE58341)/Homer	2.20179440474573e-06	8.05502486278564e-12	5.00216394056476e-05	1.37653946011924e-11
ZNF692(Zf)/HEK293-ZNF692.GFP-ChIP-Seq(GSE58341)/Homer	0.0301975372221993	9.08812941795966e-14	0.0497371201306811	2.41465628331191e-13
ZNF711(Zf)/SHSY5Y-ZNF711-ChIP-Seq(GSE20673)/Homer	0.013146495405528	1.90745739662204e-24	0.026292990811056	2.3211182752618e-22
ZSCAN22(Zf)/HEK293-ZSCAN22.GFP-ChIP-Seq(GSE58341)/Homer	0.162770439689142	1.01534526734091e-11	0.204304965678785	1.67993489687315e-11
